Employee_ID,Age,Gender,Job_Role,Monthly_Income,Job_Satisfaction,Work_Life_Balance,Distance_From_Home_KM,Num_Projects,Avg_Monthly_Hours,Years_at_Company,Years_Since_Last_Promotion,Training_Times_Last_Year,Education_Level,Attrition_Risk_Level
EMP-08360,29,Female,Manager,4741,4,3,2.9,3,177.7,7,1,4,3,0
EMP-08361,26,Male,Software Engineer,4691,4,3,5.0,4,175.1,4,3,2,4,0
EMP-08362,28,Female,Software Engineer,4494,3,4,6.3,7,166.5,0,0,0,3,0
EMP-08363,28,Male,HR Specialist,5565,2,3,3.7,5,155.3,5,1,1,3,0
EMP-08364,37,Male,Data Scientist,6615,4,4,6.9,3,199.4,10,0,6,1,0
EMP-08365,57,Male,Sales Executive,10368,4,4,3.1,4,157.0,33,9,3,4,1
EMP-08366,43,Male,Software Engineer,9652,3,2,1.0,6,201.8,3,0,3,3,0
EMP-08367,29,Male,Data Scientist,6127,3,1,7.5,2,169.1,3,3,1,3,1
EMP-08368,35,Male,Analyst,10772,4,2,6.8,4,141.9,1,0,4,4,0
EMP-08369,35,Female,Data Scientist,10284,3,2,8.4,2,152.2,0,0,1,2,0
EMP-08370,34,Female,Data Scientist,7027,4,4,11.5,6,157.5,5,1,2,1,0
EMP-08371,30,Female,Analyst,8446,3,4,25.8,5,168.3,6,1,0,1,0
EMP-08372,44,Male,Software Engineer,8058,3,4,4.7,3,164.1,16,16,4,3,2
EMP-08373,27,Male,Sales Executive,8402,3,4,11.0,6,190.5,1,0,3,1,0
EMP-08374,28,Male,Data Scientist,5739,1,2,6.3,5,171.0,6,1,1,2,1
EMP-08375,47,Male,Sales Executive,12032,4,3,9.1,3,172.3,15,12,5,3,2
EMP-08376,44,Female,Manager,11382,3,1,8.1,3,162.6,20,3,5,3,1
EMP-08377,36,Female,Data Scientist,5394,2,3,6.4,5,154.5,7,2,3,2,1
EMP-08378,23,Male,Manager,7199,3,4,1.4,6,186.8,1,1,3,2,0
EMP-08379,29,Male,Software Engineer,8069,3,4,2.7,3,165.0,9,0,3,2,0
EMP-08380,35,Male,Software Engineer,9261,4,3,6.8,6,161.6,2,0,6,4,0
EMP-08381,31,Female,Sales Executive,6951,3,3,6.3,8,175.0,7,7,1,5,1
EMP-08382,38,Female,Software Engineer,9059,4,4,4.1,4,174.1,1,1,4,5,0
EMP-08383,33,Male,Data Scientist,9642,4,3,21.9,8,170.7,3,3,5,3,0
EMP-08384,27,Female,Analyst,8133,2,2,25.9,5,160.1,6,2,6,2,1
EMP-08385,42,Male,Data Scientist,10676,4,3,7.3,5,178.2,20,3,0,4,0
EMP-08386,28,Male,Manager,6170,3,2,5.4,5,152.2,4,4,0,4,1
EMP-08387,41,Female,Analyst,8201,3,4,4.9,5,182.8,3,2,4,4,0
EMP-08388,31,Male,Software Engineer,6875,1,2,26.5,5,165.2,8,1,2,1,1
EMP-08389,37,Female,Manager,8272,4,4,4.2,6,184.5,8,5,0,2,0
EMP-08390,27,Male,Sales Executive,7136,2,2,15.1,2,153.6,5,0,0,2,1
EMP-08391,45,Male,HR Specialist,8515,3,3,21.0,2,190.3,4,0,1,2,0
EMP-08392,20,Female,Analyst,7558,4,4,4.9,4,120.0,0,0,1,4,0
EMP-08393,32,Male,Analyst,6158,3,2,10.1,6,192.2,0,0,3,4,0
EMP-08394,41,Male,Software Engineer,8752,4,4,14.3,3,190.6,7,5,2,5,0
EMP-08395,27,Female,Manager,6573,4,3,17.0,3,120.0,1,1,0,4,0
EMP-08396,20,Female,Software Engineer,7729,3,4,17.6,5,161.6,0,0,2,3,0
EMP-08397,46,Female,Analyst,9268,3,4,1.0,6,182.3,11,11,6,3,2
EMP-08398,34,Male,Data Scientist,10042,3,4,6.7,4,195.5,2,2,0,3,0
EMP-08399,33,Male,HR Specialist,7549,3,3,2.7,7,230.5,2,0,1,2,0
EMP-08400,20,Female,Sales Executive,8830,4,4,1.9,2,215.9,0,0,4,4,0
EMP-08401,42,Male,Sales Executive,11255,1,4,9.5,3,120.0,2,1,5,1,0
EMP-08402,28,Female,Manager,8892,4,3,17.6,8,187.3,4,3,6,5,0
EMP-08403,50,Female,Data Scientist,9571,4,2,10.9,6,189.0,28,28,6,3,2
EMP-08404,44,Male,Manager,7167,3,3,18.3,5,203.3,1,1,4,3,0
EMP-08405,42,Female,Analyst,9870,3,3,2.9,8,155.1,7,4,0,1,0
EMP-08406,47,Female,HR Specialist,11084,3,2,16.0,8,170.1,1,1,3,2,0
EMP-08407,46,Female,Sales Executive,10581,4,4,7.3,5,156.2,19,0,5,5,0
EMP-08408,49,Male,HR Specialist,9708,3,2,16.3,3,153.0,19,0,1,3,0
EMP-08409,43,Female,Software Engineer,11570,3,2,14.9,7,141.8,1,0,2,1,0
EMP-08410,35,Male,Data Scientist,7816,4,3,12.7,2,172.4,0,0,2,3,0
EMP-08411,35,Male,Analyst,9979,3,3,29.0,8,193.7,1,0,4,5,0
EMP-08412,47,Female,Sales Executive,9846,4,3,11.6,5,169.7,20,8,2,2,1
EMP-08413,51,Male,HR Specialist,10637,4,2,9.9,6,209.1,10,10,3,5,2
EMP-08414,30,Female,Software Engineer,9286,3,3,4.4,2,191.7,3,0,2,3,0
EMP-08415,36,Female,Data Scientist,7537,3,4,9.6,6,167.6,1,1,1,3,0
EMP-08416,49,Male,Sales Executive,9257,3,3,9.4,3,157.6,15,4,4,3,0
EMP-08417,50,Male,Data Scientist,10244,4,3,3.8,7,123.5,6,2,5,2,0
EMP-08418,25,Male,Data Scientist,9046,3,3,8.5,3,229.4,0,0,2,4,0
EMP-08419,31,Female,Data Scientist,5641,4,4,13.2,2,218.8,3,1,0,3,0
EMP-08420,29,Male,Sales Executive,7647,3,3,5.3,4,160.3,7,3,6,3,0
EMP-08421,20,Female,Data Scientist,5752,3,1,9.0,8,154.2,0,0,0,1,1
EMP-08422,42,Female,Manager,11659,3,2,6.2,8,157.0,18,5,5,2,1
EMP-08423,28,Female,Analyst,9637,3,2,7.9,7,167.3,6,4,4,2,1
EMP-08424,29,Male,HR Specialist,5311,4,1,6.5,3,153.0,1,1,3,4,0
EMP-08425,41,Male,Analyst,10134,3,4,15.6,5,167.2,7,4,2,4,0
EMP-08426,24,Female,HR Specialist,6805,4,4,15.6,8,164.9,1,1,2,2,0
EMP-08427,33,Male,Software Engineer,10239,4,3,12.2,2,147.5,4,4,2,3,0
EMP-08428,23,Male,Software Engineer,6102,3,4,7.1,5,194.8,0,0,6,3,0
EMP-08429,41,Female,Manager,9125,2,4,11.2,3,135.0,19,12,5,3,2
EMP-08430,43,Female,Sales Executive,9386,3,4,5.9,5,145.6,22,14,0,3,2
EMP-08431,29,Female,Analyst,9466,2,1,10.2,3,178.9,6,2,0,3,1
EMP-08432,37,Male,Analyst,7821,3,2,7.2,2,149.8,10,6,6,4,1
EMP-08433,22,Female,Sales Executive,6098,4,3,5.2,6,199.0,1,0,5,5,0
EMP-08434,34,Female,HR Specialist,8058,4,3,8.4,4,185.0,3,0,2,4,0
EMP-08435,34,Female,Sales Executive,9982,4,2,2.9,4,189.8,11,0,1,5,0
EMP-08436,31,Female,Data Scientist,9191,3,3,11.5,5,136.0,2,1,1,2,0
EMP-08437,34,Female,Analyst,6633,4,3,3.5,6,149.1,10,0,2,2,0
EMP-08438,44,Female,HR Specialist,10087,4,2,24.2,3,159.2,12,2,6,4,0
EMP-08439,23,Female,HR Specialist,7103,3,2,2.7,7,209.9,1,1,1,4,1
EMP-08440,20,Female,Manager,8098,1,4,4.1,7,159.5,0,0,5,3,0
EMP-08441,27,Female,Manager,5100,3,3,6.0,4,169.0,1,0,0,4,0
EMP-08442,34,Male,Software Engineer,9830,4,3,3.5,5,199.7,12,3,6,3,0
EMP-08443,39,Male,Software Engineer,6511,3,3,10.6,5,173.6,17,11,6,1,2
EMP-08444,22,Male,HR Specialist,6493,3,3,10.4,8,187.2,0,0,5,2,0
EMP-08445,32,Female,Software Engineer,5806,3,3,8.9,3,160.0,6,0,5,2,0
EMP-08446,46,Female,Sales Executive,11533,3,3,21.2,6,136.2,5,5,1,4,1
EMP-08447,43,Male,Data Scientist,10532,3,1,12.0,5,154.1,17,11,1,3,2
EMP-08448,40,Female,Software Engineer,11296,4,3,18.5,5,145.7,19,15,4,3,2
EMP-08449,24,Male,Analyst,4152,3,1,14.3,7,206.9,1,1,4,2,1
EMP-08450,42,Female,HR Specialist,9474,3,3,5.4,8,184.9,4,4,2,3,1
EMP-08451,35,Female,HR Specialist,9095,4,1,6.0,6,202.7,12,5,5,1,1
EMP-08452,34,Male,Analyst,10262,3,3,4.9,6,197.3,12,11,5,3,2
EMP-08453,32,Female,Software Engineer,6961,4,3,16.5,6,217.1,12,0,3,1,0
EMP-08454,29,Female,Analyst,6281,4,3,16.9,5,170.7,6,2,0,3,0
EMP-08455,35,Female,Analyst,6897,3,3,4.3,7,150.1,10,5,2,5,1
EMP-08456,50,Male,Data Scientist,8196,4,2,4.7,3,154.8,23,8,5,3,1
EMP-08457,28,Female,Software Engineer,5261,3,1,15.4,3,166.1,1,1,4,3,1
EMP-08458,38,Female,Software Engineer,10528,3,3,16.8,2,179.6,9,2,6,3,0
EMP-08459,25,Female,Sales Executive,7190,3,2,12.2,5,189.2,4,2,5,3,1
EMP-08460,43,Male,Sales Executive,11866,4,2,1.6,6,197.3,7,3,0,3,0
EMP-08461,49,Male,Data Scientist,10375,4,1,4.1,3,154.3,5,4,5,2,0
EMP-08462,26,Male,Data Scientist,4964,1,1,9.6,7,174.2,3,0,1,4,1
EMP-08463,22,Male,Sales Executive,8316,4,3,4.8,7,195.8,2,2,5,3,0
EMP-08464,33,Female,Analyst,7040,4,3,8.3,8,172.1,11,0,0,3,0
EMP-08465,25,Female,Manager,7415,4,3,12.2,8,146.2,2,2,0,2,0
EMP-08466,24,Female,HR Specialist,7076,3,4,23.3,6,127.4,2,0,3,3,0
EMP-08467,30,Male,Analyst,7035,4,3,5.7,6,208.5,8,8,3,3,1
EMP-08468,30,Male,Software Engineer,5533,4,1,14.6,7,166.3,0,0,0,3,0
EMP-08469,39,Female,Sales Executive,7465,4,4,2.8,7,162.2,12,3,0,5,0
EMP-08470,32,Female,HR Specialist,8773,2,4,13.1,6,150.5,4,1,1,3,0
EMP-08471,31,Male,Manager,7630,1,4,7.6,2,159.4,3,3,1,3,1
EMP-08472,37,Male,HR Specialist,9505,4,3,16.7,8,166.8,0,0,6,2,0
EMP-08473,27,Female,HR Specialist,5931,2,2,10.4,2,161.6,4,1,6,4,1
EMP-08474,31,Male,Manager,9666,2,4,8.0,3,155.0,8,5,4,2,1
EMP-08475,41,Female,Sales Executive,9551,2,4,1.5,8,161.3,21,14,3,4,2
EMP-08476,23,Female,HR Specialist,4136,4,3,3.8,6,120.0,1,1,5,5,0
EMP-08477,26,Female,HR Specialist,8438,3,1,6.9,5,165.2,0,0,4,5,0
EMP-08478,22,Male,Manager,4988,4,2,4.5,2,120.0,0,0,0,2,0
EMP-08479,38,Female,HR Specialist,8109,2,2,4.1,8,185.4,11,8,4,1,2
EMP-08480,20,Female,Manager,4164,4,4,10.0,8,200.2,0,0,5,2,0
EMP-08481,37,Female,Data Scientist,8030,4,2,11.6,3,188.1,4,3,0,2,1
EMP-08482,47,Male,Manager,7534,4,3,2.2,7,214.8,2,0,2,3,0
EMP-08483,28,Male,Sales Executive,9816,3,4,9.6,3,164.2,5,5,5,3,0
EMP-08484,35,Female,HR Specialist,10121,2,2,4.5,8,156.2,11,0,3,3,0
EMP-08485,29,Female,Analyst,8399,4,4,6.5,3,156.6,2,1,0,4,0
EMP-08486,31,Male,HR Specialist,8311,2,3,9.4,5,135.4,0,0,3,4,0
EMP-08487,26,Male,Manager,8774,3,1,7.6,8,218.8,4,3,6,3,1
EMP-08488,50,Female,Analyst,13113,4,3,2.3,5,158.3,29,26,2,4,2
EMP-08489,35,Male,Sales Executive,8579,2,1,6.5,8,160.4,3,1,2,4,1
EMP-08490,33,Female,Manager,6301,1,3,23.3,3,170.8,9,3,5,3,1
EMP-08491,29,Female,Sales Executive,5774,3,4,10.9,6,192.7,5,5,1,1,1
EMP-08492,48,Male,Software Engineer,12269,2,2,18.9,3,226.8,4,4,6,4,2
EMP-08493,20,Female,HR Specialist,4732,2,2,4.8,6,156.3,0,0,5,1,1
EMP-08494,33,Female,Analyst,9630,4,3,8.3,7,173.5,11,1,4,4,0
EMP-08495,42,Male,Software Engineer,7389,4,2,14.5,6,194.3,4,1,3,4,0
EMP-08496,28,Male,Analyst,8562,4,3,21.2,7,201.5,5,2,5,1,0
EMP-08497,32,Female,Analyst,10594,3,2,11.5,4,161.3,2,0,6,5,0
EMP-08498,33,Male,HR Specialist,6561,3,2,1.7,4,173.1,8,1,0,3,0
EMP-08499,43,Male,Data Scientist,10517,3,3,2.1,7,199.1,14,1,6,4,0
EMP-08500,28,Female,Software Engineer,7537,3,2,1.0,2,172.8,2,1,1,2,0
EMP-08501,35,Male,Analyst,10749,4,3,3.0,5,171.8,10,8,6,3,1
EMP-08502,48,Male,Data Scientist,9084,3,3,13.1,7,164.6,21,9,4,3,1
EMP-08503,32,Female,Software Engineer,8852,4,4,10.8,6,194.0,1,0,1,3,0
EMP-08504,40,Female,Manager,8251,3,3,2.9,2,137.0,16,9,6,4,1
EMP-08505,33,Male,Analyst,6762,4,2,5.9,7,162.0,9,0,0,1,0
EMP-08506,34,Male,HR Specialist,8094,4,1,25.7,6,177.9,0,0,1,5,0
EMP-08507,46,Male,Data Scientist,11464,2,4,3.9,4,146.3,23,7,3,1,1
EMP-08508,49,Male,Data Scientist,10607,1,2,7.7,8,147.9,7,3,4,3,1
EMP-08509,25,Male,Data Scientist,5550,3,1,8.3,7,161.2,3,3,1,2,1
EMP-08510,34,Male,HR Specialist,7833,4,3,12.0,5,218.1,5,2,4,3,0
EMP-08511,27,Male,Sales Executive,6952,3,3,3.0,7,136.6,1,0,4,3,0
EMP-08512,39,Female,Data Scientist,6408,3,4,3.7,2,139.5,13,3,5,5,0
EMP-08513,21,Male,Analyst,8325,3,2,11.8,6,168.7,0,0,1,3,0
EMP-08514,35,Male,Manager,8195,4,3,2.5,3,152.1,6,1,0,3,0
EMP-08515,49,Male,Manager,8197,3,3,12.9,8,167.6,4,0,1,3,0
EMP-08516,42,Male,Manager,7357,1,4,3.2,6,193.5,19,12,1,3,2
EMP-08517,24,Female,Manager,7651,2,3,8.2,7,155.6,2,1,2,3,0
EMP-08518,48,Male,Software Engineer,9286,2,4,25.3,4,156.9,1,0,3,2,0
EMP-08519,20,Female,HR Specialist,7419,2,2,7.0,8,185.8,0,0,1,2,1
EMP-08520,47,Male,Software Engineer,12100,4,4,2.7,3,158.8,25,14,0,1,1
EMP-08521,27,Male,HR Specialist,7438,3,2,23.3,4,177.2,0,0,5,2,0
EMP-08522,41,Female,Sales Executive,11198,4,3,5.6,6,120.0,10,2,0,4,0
EMP-08523,38,Male,Analyst,10222,3,3,2.6,4,205.8,10,0,3,3,0
EMP-08524,42,Female,Sales Executive,8122,1,3,1.0,4,193.3,5,0,3,3,1
EMP-08525,40,Female,Sales Executive,9759,4,2,7.9,6,167.2,8,3,1,4,0
EMP-08526,50,Male,Software Engineer,10136,4,1,8.1,4,156.7,30,0,1,1,0
EMP-08527,34,Female,Software Engineer,6297,3,1,7.2,3,180.7,2,2,0,3,1
EMP-08528,27,Female,Sales Executive,6920,3,3,6.8,2,172.3,2,2,6,3,0
EMP-08529,27,Female,Data Scientist,9115,3,1,6.8,3,120.0,4,3,5,3,1
EMP-08530,39,Male,HR Specialist,10513,2,3,19.6,7,149.0,12,6,5,1,1
EMP-08531,34,Female,Manager,11234,4,3,12.4,5,170.1,7,3,1,3,0
EMP-08532,32,Male,Sales Executive,9023,1,2,6.8,4,188.6,7,6,0,2,2
EMP-08533,23,Female,Data Scientist,6834,1,4,2.8,5,176.0,1,0,5,3,0
EMP-08534,35,Female,Sales Executive,9504,3,2,13.6,7,227.0,6,3,2,3,1
EMP-08535,44,Male,Data Scientist,10054,3,3,5.4,6,207.2,0,0,2,3,0
EMP-08536,32,Female,Software Engineer,6411,4,3,7.8,3,163.5,9,1,0,5,0
EMP-08537,34,Female,Sales Executive,9831,4,1,1.7,5,211.4,10,9,4,3,2
EMP-08538,34,Female,Manager,8006,1,2,4.6,7,191.2,2,1,6,3,1
EMP-08539,53,Male,HR Specialist,10099,3,3,16.7,4,146.0,6,4,1,2,0
EMP-08540,40,Female,Analyst,11387,3,2,2.3,3,146.7,0,0,6,5,0
EMP-08541,37,Female,Software Engineer,8061,2,3,9.4,5,209.8,14,10,6,3,2
EMP-08542,34,Female,Analyst,10234,4,2,14.3,4,158.1,10,0,2,5,0
EMP-08543,22,Female,Software Engineer,8101,3,2,15.0,3,171.3,0,0,1,5,0
EMP-08544,42,Female,Analyst,10882,3,1,6.8,4,178.5,3,1,5,2,1
EMP-08545,33,Female,HR Specialist,6637,2,2,18.3,3,216.5,5,0,1,5,1
EMP-08546,40,Male,Manager,9462,4,4,20.0,4,173.5,8,6,4,4,0
EMP-08547,32,Male,Data Scientist,7274,2,3,6.8,7,190.9,2,0,3,5,0
EMP-08548,41,Female,Software Engineer,8547,3,3,1.5,7,201.9,15,9,2,5,2
EMP-08549,25,Female,Software Engineer,5355,4,3,7.0,6,206.4,0,0,2,3,0
EMP-08550,31,Female,Manager,7277,4,2,2.6,6,144.7,6,2,4,1,0
EMP-08551,39,Female,Data Scientist,9784,2,4,5.9,6,181.5,10,0,6,1,0
EMP-08552,20,Female,Data Scientist,6426,4,3,12.8,2,149.4,0,0,4,3,0
EMP-08553,41,Male,Analyst,11491,2,2,3.1,4,155.6,13,0,0,4,0
EMP-08554,34,Female,Analyst,9766,3,2,50.0,3,162.8,12,4,6,4,1
EMP-08555,32,Female,Analyst,8416,4,2,1.0,8,162.1,8,3,4,4,0
EMP-08556,40,Female,Analyst,8424,2,3,21.2,7,141.3,8,8,3,1,2
EMP-08557,34,Male,HR Specialist,9296,3,3,7.7,2,151.1,10,1,3,2,0
EMP-08558,46,Male,Manager,9080,3,3,8.2,5,190.8,11,10,3,2,2
EMP-08559,28,Male,Manager,9174,3,3,6.1,6,200.5,7,3,3,4,1
EMP-08560,31,Female,Data Scientist,8892,4,3,2.1,4,181.8,7,7,2,5,1
EMP-08561,47,Female,Analyst,8078,3,2,9.8,4,223.7,12,3,5,5,1
EMP-08562,34,Female,HR Specialist,7979,2,2,23.0,2,182.7,3,1,0,3,1
EMP-08563,32,Male,Manager,6121,3,2,15.5,7,179.8,2,1,0,4,1
EMP-08564,31,Female,HR Specialist,5564,4,1,4.0,8,183.3,5,1,5,3,0
EMP-08565,32,Male,Software Engineer,8255,4,2,20.3,3,204.8,5,1,3,4,0
EMP-08566,25,Female,Software Engineer,6899,4,1,7.9,6,186.7,0,0,1,1,0
EMP-08567,28,Female,Sales Executive,8404,4,4,2.2,3,179.8,6,6,5,5,0
EMP-08568,20,Male,Data Scientist,6924,1,3,7.9,3,156.0,0,0,5,1,1
EMP-08569,25,Male,Analyst,7980,4,2,5.1,4,193.7,4,1,2,1,0
EMP-08570,47,Female,Sales Executive,10676,1,4,23.1,3,172.1,7,5,1,3,1
EMP-08571,35,Female,Manager,6774,4,1,6.2,7,167.7,7,4,6,5,1
EMP-08572,31,Female,Sales Executive,6585,3,4,9.4,8,168.2,1,1,1,3,0
EMP-08573,42,Female,HR Specialist,10436,2,2,15.6,4,170.7,14,7,3,4,2
EMP-08574,39,Male,Manager,10168,1,4,6.0,6,131.7,12,9,3,3,2
EMP-08575,34,Male,Software Engineer,5961,3,3,8.7,8,149.4,7,4,1,3,1
EMP-08576,40,Female,Analyst,9221,1,1,7.6,7,142.8,10,6,0,2,2
EMP-08577,39,Female,Software Engineer,9201,3,2,6.1,4,194.9,11,0,0,3,0
EMP-08578,26,Male,Software Engineer,7715,1,2,25.9,3,163.1,0,0,4,1,1
EMP-08579,37,Female,Data Scientist,9285,4,1,9.1,5,169.4,10,9,3,3,2
EMP-08580,39,Male,Sales Executive,9847,2,1,14.4,4,241.1,0,0,6,3,1
EMP-08581,41,Male,Data Scientist,8342,4,1,3.8,2,183.6,2,0,6,3,0
EMP-08582,46,Male,Analyst,10502,3,2,9.6,5,179.1,17,2,3,4,0
EMP-08583,35,Male,HR Specialist,5993,2,4,8.6,4,188.5,6,1,3,5,0
EMP-08584,29,Female,Sales Executive,8491,3,2,12.8,2,169.0,4,4,3,3,1
EMP-08585,52,Male,Data Scientist,8864,3,3,33.0,4,178.2,25,7,4,1,1
EMP-08586,30,Female,Data Scientist,5566,2,3,5.1,8,218.6,9,8,1,3,2
EMP-08587,34,Female,HR Specialist,7819,2,3,9.1,2,167.9,4,4,4,3,1
EMP-08588,36,Male,Software Engineer,10365,3,2,5.0,7,120.0,7,2,5,2,0
EMP-08589,34,Male,Data Scientist,7052,2,4,19.0,6,186.0,11,9,2,3,2
EMP-08590,32,Male,Sales Executive,8500,4,2,1.9,3,165.1,6,4,2,3,0
EMP-08591,41,Male,Manager,11084,1,2,4.4,6,138.7,10,5,4,4,1
EMP-08592,33,Female,Sales Executive,7815,3,4,8.0,3,147.6,2,0,1,2,0
EMP-08593,31,Male,Sales Executive,10172,2,1,7.5,3,192.0,4,3,0,4,1
EMP-08594,23,Male,Analyst,7073,3,2,5.1,2,201.7,1,0,6,4,0
EMP-08595,31,Male,HR Specialist,9755,3,3,5.4,3,172.9,0,0,6,5,0
EMP-08596,27,Female,Sales Executive,6531,1,2,10.4,6,162.8,5,5,3,5,2
EMP-08597,27,Female,Sales Executive,5676,2,4,4.2,7,120.0,1,1,0,1,0
EMP-08598,48,Male,Sales Executive,8480,3,4,22.5,7,176.2,28,24,3,3,2
EMP-08599,45,Male,Software Engineer,10337,3,1,25.1,8,191.2,13,8,6,2,2
EMP-08600,20,Female,HR Specialist,5275,3,3,6.3,2,163.5,0,0,3,3,0
EMP-08601,28,Female,Sales Executive,6060,3,2,10.5,7,139.4,3,3,5,1,1
EMP-08602,34,Female,Manager,6588,1,3,26.5,5,135.2,3,2,0,3,1
EMP-08603,35,Male,Data Scientist,9184,4,2,10.0,5,157.2,3,1,4,5,0
EMP-08604,37,Male,HR Specialist,8920,2,3,6.5,2,136.5,9,1,1,4,0
EMP-08605,46,Male,Analyst,9466,2,3,19.3,3,146.4,9,0,4,4,0
EMP-08606,34,Male,Manager,8430,3,4,14.9,7,141.7,5,2,5,4,0
EMP-08607,26,Male,Manager,5233,4,3,7.2,2,175.6,2,0,5,2,0
EMP-08608,30,Male,Manager,8883,4,3,4.7,2,159.4,0,0,2,5,0
EMP-08609,44,Male,Data Scientist,10073,4,1,24.7,5,142.3,10,6,1,3,1
EMP-08610,33,Female,Manager,7263,4,3,7.5,2,181.4,1,1,2,5,0
EMP-08611,30,Female,Analyst,6100,4,2,3.7,5,193.4,0,0,1,4,0
EMP-08612,37,Female,Data Scientist,10247,4,4,1.3,2,172.5,13,9,6,5,1
EMP-08613,53,Female,Sales Executive,12673,3,2,25.1,4,152.4,24,5,2,4,1
EMP-08614,29,Male,Sales Executive,8757,3,3,20.7,8,165.1,6,4,4,3,1
EMP-08615,42,Male,Data Scientist,10562,3,3,8.6,5,189.7,1,0,4,5,0
EMP-08616,33,Female,HR Specialist,6172,1,3,3.9,3,157.2,11,7,5,3,2
EMP-08617,23,Female,HR Specialist,7559,3,3,14.8,8,159.4,1,0,3,2,0
EMP-08618,31,Male,Manager,5405,3,2,14.7,6,183.4,6,3,5,3,1
EMP-08619,37,Female,Software Engineer,10927,3,3,1.1,5,200.9,11,1,4,1,0
EMP-08620,43,Female,Manager,10724,3,2,3.5,3,180.7,6,2,2,3,0
EMP-08621,38,Male,Sales Executive,8826,3,4,11.7,5,172.6,4,1,1,3,0
EMP-08622,52,Female,Sales Executive,12682,2,3,4.4,2,161.8,21,16,3,2,2
EMP-08623,25,Male,HR Specialist,6405,3,3,5.9,8,185.1,0,0,0,3,0
EMP-08624,28,Male,Data Scientist,7569,4,3,12.3,3,179.5,5,0,6,5,0
EMP-08625,34,Male,Software Engineer,5718,4,2,1.0,2,139.7,2,0,3,3,0
EMP-08626,41,Male,Manager,9382,3,2,8.7,2,146.7,17,4,5,2,1
EMP-08627,34,Female,Sales Executive,9174,4,2,12.1,2,165.2,10,8,2,5,1
EMP-08628,35,Female,Analyst,7141,3,3,17.9,5,157.9,5,0,0,5,0
EMP-08629,34,Male,Manager,7493,3,4,7.0,7,155.7,11,2,4,1,0
EMP-08630,25,Male,Data Scientist,6769,4,1,18.2,3,160.3,5,4,0,2,1
EMP-08631,30,Male,Data Scientist,8091,2,2,9.1,2,159.7,0,0,6,4,0
EMP-08632,24,Female,HR Specialist,5402,3,4,9.0,7,202.5,0,0,0,3,0
EMP-08633,42,Female,Manager,10000,3,3,7.7,5,155.2,21,10,2,3,2
EMP-08634,33,Male,Data Scientist,6622,3,2,14.4,4,160.2,8,5,4,1,1
EMP-08635,37,Male,Software Engineer,7877,2,3,4.7,3,177.8,10,9,1,3,2
EMP-08636,37,Female,Data Scientist,8369,4,2,13.4,6,173.6,5,1,3,5,0
EMP-08637,49,Male,HR Specialist,12104,3,4,12.1,8,145.0,20,12,0,2,1
EMP-08638,42,Male,Sales Executive,9703,3,3,8.2,2,179.5,14,13,6,2,2
EMP-08639,29,Male,Sales Executive,4952,4,3,6.8,6,168.2,2,2,0,3,0
EMP-08640,23,Female,Manager,4464,3,2,4.1,2,195.8,3,3,4,2,1
EMP-08641,32,Female,Data Scientist,5823,3,4,3.6,8,160.9,4,4,4,3,0
EMP-08642,42,Male,Analyst,10880,3,4,2.5,3,178.4,8,6,0,5,1
EMP-08643,44,Female,Data Scientist,8109,3,4,2.4,3,195.4,4,4,1,2,0
EMP-08644,30,Male,Sales Executive,6217,3,2,19.8,5,157.4,2,0,1,4,0
EMP-08645,41,Male,Manager,7949,4,2,1.9,6,161.0,19,12,3,3,2
EMP-08646,33,Female,HR Specialist,9119,3,2,3.0,2,143.9,8,4,6,4,1
EMP-08647,24,Female,Sales Executive,8188,3,3,2.2,5,175.0,1,1,6,5,0
EMP-08648,34,Male,Analyst,10940,2,4,5.5,4,134.0,14,6,5,5,1
EMP-08649,30,Female,Manager,8411,4,3,7.1,7,140.0,0,0,3,4,0
EMP-08650,35,Male,Analyst,9664,3,3,13.9,3,170.1,2,0,4,2,0
EMP-08651,38,Female,Sales Executive,8735,3,2,14.4,7,150.9,5,4,4,2,1
EMP-08652,40,Female,HR Specialist,7549,4,3,4.2,3,146.4,9,6,5,2,0
EMP-08653,36,Male,Sales Executive,9351,1,2,10.4,2,184.4,9,5,0,3,2
EMP-08654,37,Male,Analyst,9611,2,3,13.0,4,194.6,4,2,0,4,1
EMP-08655,27,Male,Analyst,8836,1,3,3.1,2,151.2,5,4,5,4,1
EMP-08656,24,Male,Analyst,7604,4,2,8.0,8,157.6,1,0,0,3,0
EMP-08657,31,Male,Software Engineer,8434,3,2,9.6,5,154.9,5,0,3,2,0
EMP-08658,43,Male,Manager,11317,3,4,7.2,6,120.0,2,0,4,2,0
EMP-08659,34,Female,Data Scientist,7908,3,4,8.5,7,231.1,1,0,4,3,0
EMP-08660,27,Female,Data Scientist,7288,4,4,12.7,4,187.3,1,1,3,4,0
EMP-08661,44,Female,Analyst,8562,1,2,9.7,4,167.4,5,4,6,5,2
EMP-08662,29,Female,Sales Executive,5945,1,2,13.2,5,168.2,1,0,5,3,1
EMP-08663,35,Male,Manager,6970,4,3,9.8,2,173.5,8,7,6,3,1
EMP-08664,45,Male,Data Scientist,10596,3,1,7.7,5,181.6,12,2,6,3,1
EMP-08665,31,Male,Analyst,5011,4,2,10.5,5,130.5,7,6,2,3,1
EMP-08666,35,Male,Sales Executive,7776,2,4,19.6,6,201.8,10,3,2,2,1
